year,make,Model,baseModel,cityE,combE,highwayE,drive,id,range,rangeCity,rangeHwy,UCity,UHighway,evMotor,trany,kWhpmCity,kWhpmComb,kWhpmHighway,co2pm
2024,Nissan,ARIYA ENGAGE+/EVOLVE+ e-4ORCE 87kWh,ARIYA,34.67,36.64,39.05,All-Wheel Drive,47855,272,286,254,138.9,123.3,160 and 160 kW AC 3-phase,Automatic (A1),0.3467,0.3664,0.3905,118.7136
2025,Nissan,ARIYA ENGAGE+/EVOLVE+ e-4ORCE 87kWh,ARIYA,34.67,36.64,39.05,All-Wheel Drive,48719,272,286,254,138.9,123.3,160 and 160 kW AC 3-phase,Automatic (A1),0.3467,0.3664,0.3905,118.7136
2026,Nissan,ARIYA e-4ORCE 87kWh,ARIYA,34.67,36.64,39.05,All-Wheel Drive,50225,272,286,254,138.9,123.3,160 kW AC 3-phase,Automatic (A1),0.3467,0.3664,0.3905,118.7136
2026,Cadillac,OPTIQ AWD V SERIES 11 kW Charger 15 modes,OPTIQ,32.67,36.66,41.54,All-Wheel Drive,50026,278,308,242,147.4,115.9,"140, 155, 205 and 220 kW ACPM",Automatic (A1),0.3267,0.3666,0.4154,118.7784
2021,Polestar,2,2,35.25,36.67,38.4,All-Wheel Drive,43294,233,241.9,222.1,136.6,125.4,150 kW ACPM,Automatic (A1),0.3525,0.3667,0.384,118.8108
2022,Mazda,MX-30,MX-30,34.37,36.75,39.66,Front-Wheel Drive,44784,100,105.9,91.8,140.1,121.4,81 kW AC PMSM,Automatic (A1),0.3437,0.3675,0.3966,119.07
2023,Mazda,MX-30,MX-30,34.37,36.75,39.66,Front-Wheel Drive,46988,100,0,0,140.1,121.4,81 kW AC PMSM,Automatic (A1),0.3437,0.3675,0.3966,119.07
2024,Honda,Prologue AWD Elite,Prologue,33.98,36.76,40.16,All-Wheel Drive,47829,273,293,248,141.7,119.9,67 and 180 kW ACPM,Automatic (A1),0.3398,0.3676,0.4016,119.1024
2023,Ford,Mustang Mach-E AWD Extended,Mustang Mach-E,34.59,36.8,39.5,All-Wheel Drive,46513,290,306.6,268.6,139.2,121.9,258 and 258 kW AC PMSM,Automatic (A1),0.3459,0.368,0.395,119.232
2026,Volvo,EX90,EX90,34.92,36.81,39.11,Rear-Wheel Drive,50254,276,290,259,137.9,123.1,245 kW PMSM,Automatic (A1),0.3492,0.3681,0.3911,119.2644
2023,Fisker,Ocean Extreme One,Ocean,34.16,36.82,40.06,Part-time 4-Wheel Drive,46984,360,0,0,135.9,115.9,207 and 207  kW AC Induction,Automatic (A1),0.3416,0.3682,0.4006,119.2968
2026,Cadillac,LYRIQ (11 kW Charger),LYRIQ,33.68,36.82,40.65,Rear-Wheel Drive,49631,326,353,293,142.95,118.44,255 kW DCPM,Automatic (A1),0.3368,0.3682,0.4065,119.2968
2023,Genesis,GV60 PERFORMANCE,GV60,35,36.83,41,All-Wheel Drive,45329,235,252.7,213.3,141.6,119.5,160 and 160 kW PMSM,Automatic (A1),0.35,0.3683,0.41,119.3292
2025,Genesis,GV60 AWD Performance,GV60,35,36.83,41,All-Wheel Drive,48355,235,252,215,141.6,119.5,74 and 160 kW PMSM,Automatic (A1),0.35,0.3683,0.41,119.3292
2026,Cadillac,LYRIQ (19 kW Charger),LYRIQ,33.7,36.84,40.67,Rear-Wheel Drive,49632,326,353,293,142.89,118.39,255 kW DCPM,Automatic (A1),0.337,0.3684,0.4067,119.3616
2025,MINI,Countryman SE ALL4 (19 inch Wheels),Countryman,35.77,36.86,38.18,All-Wheel Drive,48399,204,210,197,134.6,126.1,140 and 140 kW EESM,Automatic (A1),0.3577,0.3686,0.3818,119.4264
2026,Acura,ZDX RWD,ZDX,33.64,36.86,40.81,Rear-Wheel Drive,50023,327,355,293,143.15,118,255 kW ACPM,Automatic (A1),0.3364,0.3686,0.4081,119.4264
2026,MINI,Countryman SE ALL4 (19 inch Wheels),Countryman,35.77,36.86,38.18,All-Wheel Drive,50223,204,210,197,134.6,126.1,140 and 140 kW EESM,Automatic (A1),0.3577,0.3686,0.3818,119.4264
2025,Audi,SQ6 Sportback e-tron,SQ6 e-tron,34.64,36.87,39.6,All-Wheel Drive,48690,283,300,262,139,121.6,280 and 280 kW PMSM ECCA 3-Phase,Automatic (A1),0.3464,0.3687,0.396,119.4588
2025,Polestar,2 Dual Motor Performance Pack,2,35.48,36.88,38.58,All-Wheel Drive,48404,254,264,242,135.7,124.8,190 and 215 kW PMSM,Automatic (A1),0.3548,0.3688,0.3858,119.4912
2025,Porsche,Macan Turbo Electric,Macan,34.15,36.91,40.29,All-Wheel Drive,48729,288,309,262,141,119.5,"280, 280 and 495 kW ACPM",Automatic (A1),0.3415,0.3691,0.4029,119.5884
2024,Porsche,Macan Turbo Electric,Macan,34.15,36.91,40.29,All-Wheel Drive,48794,288,309,262,141,119.5,175 and 490 kW ACPM,Automatic (A1),0.3415,0.3691,0.4029,119.5884
2022,Tesla,Model X Plaid (22 inch wheels),Model X,35.85,36.92,38.22,All-Wheel Drive,45022,311,0,0,127,119.1,"230, 230 and 230 kW AC 3-Phase",Automatic (A1),0.3585,0.3692,0.3822,119.6208
2023,Tesla,Model X Plaid (22 inch wheels),Model X,35.85,36.92,38.22,All-Wheel Drive,46210,311,0,0,127,119.1,"230, 230 and 230 kW AC 3-Phase",Automatic (A1),0.3585,0.3692,0.3822,119.6208
2024,Ford,Mustang Mach-E AWD,Mustang Mach-E,35.57,36.92,36.92,All-Wheel Drive,47824,230,234,225,135.4,125,198 and 198 kW AC PMSM,Automatic (A1),0.3557,0.3692,0.3692,119.6208
2025,Polestar,3 Long Range Single Motor (22 Inch Wheels),3,33.62,36.95,41.01,Rear-Wheel Drive,48726,333,362,297,143.2,117.4,220 kW PMSM,Automatic (A1),0.3362,0.3695,0.4101,119.718
2016,Tesla,Model X AWD - 90D,Model X,37,37,36,All-Wheel Drive,36979,257,252.4,262.7,123,132.6,193 (front) 193 (rear) (90 kW-hr battery pack),Automatic (A1),0.37,0.37,0.36,119.88
2017,Tesla,Model X AWD - 90D,Model X,37,37,36,All-Wheel Drive,38528,257,252.4,262.7,123,128.6,193 (front) 193 (rear) (90 kW-hr battery pack),Automatic (A1),0.37,0.37,0.36,119.88
2024,Genesis,GV60 PERFORMANCE,GV60,35,37,41,All-Wheel Drive,46950,235,253,213,141.6,119.5,160 kW PMSM,Automatic (A1),0.35,0.37,0.41,119.88
2024,Mercedes-Benz,EQE 350 4matic,EQE,39,37,35,All-Wheel Drive,47458,280,266,297,121.9,136.7,72 and 144 kW ACPM 6-Phase,Automatic (A1),0.39,0.37,0.35,119.88
2025,Mercedes-Benz,EQS 450 4matic,EQS,37,37,36,All-Wheel Drive,48387,367,362,373,132.6,136.4,174 and 310 kW ACPM 3-Phase,Automatic (A1),0.37,0.37,0.36,119.88
2025,Polestar,4 Long Range Single Motor,4,36,37,39,Rear-Wheel Drive,48407,300,311,287,137.4,128.3,200 kW PMSM,Automatic (A1),0.36,0.37,0.39,119.88
2026,Hyundai,Ioniq 9 RWD,Ioniq 9,33,37,41,Rear-Wheel Drive,49661,335,367,296,154.4,122.2,160 kW PMSM,Automatic (A1),0.33,0.37,0.41,119.88
2026,Mercedes-Benz,EQS 450 4matic,EQS,37,37,36,All-Wheel Drive,49683,367,362,373,132.6,136.4,135 and 265 kW ACPM 6-Phase,Automatic (A1),0.37,0.37,0.36,119.88
2026,Genesis,GV60 AWD Performance,GV60,35,37.03,41,All-Wheel Drive,49655,252,270,230,139.6,120,160 kW PMSM,Automatic (A1),0.35,0.3703,0.41,119.9772
2024,BMW,i5 M60 xDrive Sedan (19 inch Wheels),i5,37.57,37.04,36.39,4-Wheel Drive,46926,256,252,260,126.5,130.6,190 kW EESM,Automatic (A1),0.3757,0.3704,0.3639,120.0096
2025,Porsche,Taycan Performance Battery,Taycan,35.99,37.07,38.4,Rear-Wheel Drive,48415,274,282,264,133.8,125.4,300 and 320 kW ACPM,Automatic (A2),0.3599,0.3707,0.384,120.1068
2026,Porsche,Taycan Performance Battery,Taycan,35.99,37.07,38.4,Rear-Wheel Drive,50242,274,282,264,133.8,125.4,300 and 320 kW ACPM,Automatic (A2),0.3599,0.3707,0.384,120.1068
2022,Ford,Mustang Mach-E AWD Extended,Mustang Mach-E,34.71,37.09,40,All-Wheel Drive,45139,277,294.5,255.6,138.7,120.4,258 and 258 kW AC PMSM,Automatic (A1),0.3471,0.3709,0.4,120.1716
2026,BMW,i5 M60 xDrive Sedan (21 inch Wheels),i5,36.5,37.13,37.88,All-Wheel Drive,50196,259,263,254,131.9,127.1,192 and 250 kW EESM,Automatic (A1),0.365,0.3713,0.3788,120.3012
2024,Genesis,Electrified GV70,GV70,34.37,37.16,40.56,All-Wheel Drive,46947,236,253,215,140.1,118.7,160 kW PMSM,Automatic (A1),0.3437,0.3716,0.4056,120.3984
2025,Genesis,Electrified GV70,GV70,34.37,37.16,40.56,All-Wheel Drive,48353,236,253,215,140.1,118.7,74 and 160 kW PMSM,Automatic (A1),0.3437,0.3716,0.4056,120.3984
2025,Porsche,Macan 4S Electric,Macan,34.44,37.17,40.5,All-Wheel Drive,48728,288,309,263,139.8,118.9,"280, 280 and 495 kW ACPM",Automatic (A1),0.3444,0.3717,0.405,120.4308
2026,BMW,i5 xDrive40 Sedan (21 inch Wheels),i5,36.48,37.2,38.09,All-Wheel Drive,49618,259,264,253,132,126.4,190 and 230 kW EESM,Automatic (A1),0.3648,0.372,0.3809,120.528
2026,BMW,iX xDrive60 (21 inch Wheels),iX,36.53,37.22,38.06,All-Wheel Drive,49624,341,347,333,131.8,126.5,190 and 230 kW EESM,Automatic (A1),0.3653,0.3722,0.3806,120.5928
2024,Tesla,Model X Plaid (22in wheels),Model X,35.71,37.26,39.16,All-Wheel Drive,47917,300,312,285,131.8,120.2,"230, 230 and 230 kW ACPM 3-Phase",Automatic (A1),0.3571,0.3726,0.3916,120.7224
2021,Ford,Mustang Mach-E AWD Extended,Mustang Mach-E,34.94,37.27,40.13,All-Wheel Drive,43603,270,286.4,249.2,137.84,119.99,209 and 209 kW AC PMSM,Automatic (A1),0.3494,0.3727,0.4013,120.7548
2024,BMW,i7 eDrive50 Sedan (19 inch Wheels),i7,38.95,37.36,35.41,Rear-Wheel Drive,46929,321,307,338,120.9,133,335 kW EESM,Automatic (A1),0.3895,0.3736,0.3541,121.0464
2024,Ford,Mustang Mach-E GT,Mustang Mach-E,35.43,37.36,37.36,All-Wheel Drive,47826,280,287,272,135.7,121.2,210 and 210 kW AC PMSM,Automatic (A1),0.3543,0.3736,0.3736,121.0464
2025,Ford,Mustang Mach-E GT,Mustang Mach-E,35.48,37.39,39.73,All-Wheel Drive,49080,280,294,263,135.7,121.2,210 kW ACPM,Automatic (A1),0.3548,0.3739,0.3973,121.1436
2026,Ford,Mustang Mach-E GT,Mustang Mach-E,35.48,37.39,39.73,All-Wheel Drive,50202,280,294,263,135.7,121.2,179 kW ACPM,Automatic (A1),0.3548,0.3739,0.3973,121.1436
2023,Nissan,ARIYA PLAT Plus e-4ORCE 87kWh 19,ARIYA,36.15,37.4,38.92,All-Wheel Drive,46991,267,0,0,133.2,123.7,160 and 160 AC 3-phase,Automatic (A1),0.3615,0.374,0.3892,121.176
2024,Nissan,ARIYA PLATINUM+ e-4ORCE 87kWh 19in. Wheels,ARIYA,36.15,37.4,38.92,All-Wheel Drive,47857,267,276,256,133.2,123.7,160 and 160 kW AC 3-phase,Automatic (A1),0.3615,0.374,0.3892,121.176
2025,Nissan,ARIYA PLATINUM+ e-4ORCE 87kWh 19in. Wheels,ARIYA,36.15,37.4,38.92,All-Wheel Drive,48722,267,276,256,133.2,123.7,160 and 160 kW AC 3-phase,Automatic (A1),0.3615,0.374,0.3892,121.176
2026,Nissan,ARIYA PLATINUM+ e-4ORCE 87kWh 19in. Wheels,ARIYA,36.15,37.4,38.92,All-Wheel Drive,50228,267,276,256,133.2,123.7,160 kW AC 3-phase,Automatic (A1),0.3615,0.374,0.3892,121.176
2024,Acura,ZDX RWD,ZDX,35.02,37.44,40.39,Rear-Wheel Drive,47809,313,333,289,137.5,119.2,255 kW ACPM,Automatic (A1),0.3502,0.3744,0.4039,121.3056
2025,BMW,i5 M60 xDrive Sedan (19 inch Wheels),i5,38.06,37.53,36.87,All-Wheel Drive,48319,253,249,257,126.5,130.6,190 and 230 kW EESM,Automatic (A1),0.3806,0.3753,0.3687,121.5972
2026,Polestar,3 Long Range Dual Motor (21 Inch Wheels),3,35.51,37.53,39.99,All-Wheel Drive,50229,312,329,292,135.6,120.4,150 and 280 kW PMSM,Automatic (A1),0.3551,0.3753,0.3999,121.5972
2025,Porsche,Taycan Turbo S 21in Aero-Design wheel (285/35),Taycan,37.5,37.55,37.62,All-Wheel Drive,48740,298,298,297,128.4,128,234 and 254 kW ACPM,Automatic (A2),0.375,0.3755,0.3762,121.662
2020,Tesla,Model X Performance (20in Wheels),Model X,37.33,37.57,37.86,All-Wheel Drive,42287,305,306.6,302.2,121,119.3,205 and 375 kW AC 3-Phase,Automatic (A1),0.3733,0.3757,0.3786,121.7268
2025,Cadillac,LYRIQ AWD (11 kW Charger),LYRIQ,34.13,37.61,41.86,All-Wheel Drive,48692,319,348,284,139.6,113.9,155 and 220 kW ACPM,Automatic (A1),0.3413,0.3761,0.4186,121.8564
2026,Lucid,Gravity Dream w/21F22R wheels (3R),Gravity,36.88,37.64,38.57,All-Wheel Drive,49676,378,386,369,127.8,122.2,399 kW ACPM,Automatic (A1),0.3688,0.3764,0.3857,121.9536
2026,Lucid,Gravity Dream w/22F23R wheels (3R),Gravity,36.88,37.64,38.57,All-Wheel Drive,49677,378,386,369,127.8,122.2,399 kW ACPM,Automatic (A1),0.3688,0.3764,0.3857,121.9536
2024,BMW,i7 xDrive60 Sedan (19 inch wheels),i7,38.75,37.65,36.29,4-Wheel Drive,46934,317,308,328,122.6,130.9,190 kW EESM,Automatic (A1),0.3875,0.3765,0.3629,121.986
2025,Audi,S e-tron GT (20 inch wheels),S e-tron,37.02,37.65,38.41,All-Wheel Drive,48688,300,305,294,130.05,125.35,"176, 176 and 415 kW PSM 3-Phase",Automatic (A1),0.3702,0.3765,0.3841,121.986
2026,Audi,S e-tron GT (20 inch wheels),S e-tron,37.02,37.65,38.41,All-Wheel Drive,50185,300,305,294,130.05,125.35,"176, 252 and 415 kW PSM 3-Phase",Automatic (A1),0.3702,0.3765,0.3841,121.986
2023,Cadillac,LYRIQ,LYRIQ,34.77,37.69,41.25,Rear-Wheel Drive,45749,312,0,0,138.49,116.74,255 kW ACPM,Automatic (A1),0.3477,0.3769,0.4125,122.1156
2026,Acura,ZDX AWD,ZDX,34.32,37.7,41.83,All-Wheel Drive,50024,323,351,288,140.3,115.1,155 and 220 kW AC Induction,Automatic (A1),0.3432,0.377,0.4183,122.148
2026,BMW,iX xDrive45 (21 inch Wheels),iX,37.24,37.72,38.31,All-Wheel Drive,49620,297,301,292,129.3,125.7,190 and 200 kW EESM,Automatic (A1),0.3724,0.3772,0.3831,122.2128
2024,BMW,i5 M60 xDrive Sedan (20 inch Wheels),i5,37.87,37.74,37.6,4-Wheel Drive,46927,248,247,249,125.5,126.4,190 kW EESM,Automatic (A1),0.3787,0.3774,0.376,122.2776
2023,BMW,i7 xDrive60 Sedan (19 inch wheels),i7,38.55,37.75,36.78,All-Wheel Drive,45993,318,0,0,122.4,128.3,TBD,Automatic (A1),0.3855,0.3775,0.3678,122.31
2022,Polestar,2 Dual Motor,2,35.98,37.81,40.04,All-Wheel Drive,44449,249,0,0,130.1,116.9,150 and 150kW AC PMSM,Automatic (A1),0.3598,0.3781,0.4004,122.5044
2025,Audi,SQ6 e-tron,SQ6 e-tron,35.09,37.81,41.12,All-Wheel Drive,48303,275,294,251,137.2,117.1,140 and 140 kW Asynchron ECFA 3-Phase,Automatic (A1),0.3509,0.3781,0.4112,122.5044
2026,Volvo,EX30 Cross Country (18 Inch Wheels),EX30,35.59,37.81,40.53,All-Wheel Drive,49990,203,215,189,135.3,118.8,115 and 200 kW PMSM,Automatic (A1),0.3559,0.3781,0.4053,122.5044
2023,Cadillac,LYRIQ AWD,LYRIQ,35.09,37.98,41.51,All-Wheel Drive,46619,307,0,0,137.2,116,155 and 220 kW ACPM,Automatic (A1),0.3509,0.3798,0.4151,123.0552
2024,Cadillac,LYRIQ AWD,LYRIQ,35.09,37.98,41.51,All-Wheel Drive,47812,307,330,279,137.2,116,155 kW ACPM,Automatic (A1),0.3509,0.3798,0.4151,123.0552
2026,Cadillac,LYRIQ PAWD,LYRIQ,34.48,37.98,42.26,All-Wheel Drive,49635,319,348,284,139.63,113.95,155 and 220 kW AC Induction,Automatic (A1),0.3448,0.3798,0.4226,123.0552
2012,Tesla,Model S,Model S,38,38,37,Rear-Wheel Drive,32557,265,262.69,266.78,110.4,113.2,260 kW AC Induction,Automatic (A1),0.38,0.38,0.37,123.12
2013,Tesla,Model S (85 kW-hr battery pack),Model S,38,38,37,Rear-Wheel Drive,33368,265,262.7,266.8,110.4,113.2,270 kW AC Induction,Automatic (A1),0.38,0.38,0.37,123.12
2014,Tesla,Model S (85 kW-hr battery pack),Model S,38,38,37,Rear-Wheel Drive,34775,265,262.7,266.8,110.4,113.2,270 kW AC Induction (85 kW-hr battery pack),Automatic (A1),0.38,0.38,0.37,123.12
2015,Tesla,Model S (85 kW-hr battery pack),Model S,38,38,37,Rear-Wheel Drive,35980,265,262.7,266.8,110.4,113.2,270 kW AC Induction (85 kW-hr battery pack),Automatic (A1),0.38,0.38,0.37,123.12
2014,Tesla,Model S AWD (85 kW-hr battery pack),Model S,39,38,36,4-Wheel Drive,35994,242,233.5,253.2,117.8,128.4,180 and 350 kW AC Induction (85 kW-hr battery pack),Automatic (A1),0.39,0.38,0.36,123.12
2016,Tesla,Model X AWD - P90D,Model X,38,38,37,All-Wheel Drive,36980,250,247.3,252.7,120.7,122.5,193 (front) 375 (rear) (90 kW-hr battery pack),Automatic (A1),0.38,0.38,0.37,123.12
2016,Tesla,Model S (70 kW-hr battery pack),Model S,38,38,37,Rear-Wheel Drive,37233,234,234,234.3,110.4,113.2,285 kW AC Induction (70 kW-hr battery pack),Automatic (A1),0.38,0.38,0.37,123.12
2016,Tesla,Model S (85 kW-hr battery pack),Model S,38,38,37,Rear-Wheel Drive,37234,265,262.7,266.8,110.4,113.2,285 kW AC Induction (85 kW-hr battery pack),Automatic (A1),0.38,0.38,0.37,123.12
2016,Tesla,Model S (90 kW-hr battery pack),Model S,38,38,37,Rear-Wheel Drive,37235,265,262.7,266.8,110.4,113.2,285 kW AC Induction (90 kW-hr battery pack),Automatic (A1),0.38,0.38,0.37,123.12
2015,Tesla,Model S (90 kW-hr battery pack),Model S,38,38,37,Rear-Wheel Drive,37236,265,262.7,266.8,110.4,113.2,285 kW AC Induction (90 kW-hr battery pack),Automatic (A1),0.38,0.38,0.37,123.12
2017,Tesla,Model X AWD - P90D,Model X,38,38,37,All-Wheel Drive,38529,250,247.3,252.7,120.7,122.5,193 (front) 375 (rear) (90 kW-hr battery pack),Automatic (A1),0.38,0.38,0.37,123.12
2024,Kia,EV9 Long Range RWD,EV9,34,38,43,Rear-Wheel Drive,47450,304,336,265,148.7,116.1,160 kW PMSM,Automatic (A1),0.34,0.38,0.43,123.12
2024,Kia,EV9 Standard Range RWD,EV9,34,38,44,Rear-Wheel Drive,47451,230,256,198,147.6,115.2,160 kW PMSM,Automatic (A1),0.34,0.38,0.44,123.12
2025,Kia,EV9 Long Range RWD,EV9,34,38,43,Rear-Wheel Drive,48366,304,336,265,148.7,116.1,160 kW PMSM (IPM),Automatic (A1),0.34,0.38,0.43,123.12
2025,Kia,EV9 Standard Range RWD,EV9,34,38,44,Rear-Wheel Drive,48367,230,256,198,147.6,115.2,160 kW PMSM (IPM),Automatic (A1),0.34,0.38,0.44,123.12
2025,Dodge,Charger Daytona Scat Pack AWD 305/35ZR20,Charger,36,38,41,All-Wheel Drive,49075,279,295,259,148.2,130.1,250 and 250 kW DCPM,Automatic (A1),0.36,0.38,0.41,123.12
2026,Genesis,Electrified GV70 AWD (20 inch Wheels),GV70,35,38,42,All-Wheel Drive,49657,243,263,219,140.4,116.4,160 kW PMSM,Automatic (A1),0.35,0.38,0.42,123.12
2026,Hyundai,Ioniq 9 AWD,Ioniq 9,34,38,43,All-Wheel Drive,49662,320,353,279,146,117.2,66 and 160 kW PMSM,Automatic (A1),0.34,0.38,0.43,123.12
2026,Kia,EV9 Standard Range RWD,EV9,34,38,44,Rear-Wheel Drive,49665,230,256,198,149.1,113.2,160 kW PMSM (IPM),Automatic (A1),0.34,0.38,0.44,123.12
2026,Kia,EV9 Long Range RWD,EV9,34,38,43,Rear-Wheel Drive,49666,305,337,266,150.2,116.8,160 kW PMSM (IPM),Automatic (A1),0.34,0.38,0.43,123.12
2024,BMW,i7 eDrive50 Sedan (21 inch Wheels),i7,39.28,38.09,36.65,Rear-Wheel Drive,46931,311,301,323,119.9,128.5,335 kW EESM,Automatic (A1),0.3928,0.3809,0.3665,123.4116
2024,Cadillac,LYRIQ,LYRIQ,35.64,38.09,41.08,Rear-Wheel Drive,46945,314,334,290,135.1,117.2,255 kW ACPM,Automatic (A1),0.3564,0.3809,0.4108,123.4116
2025,Tesla,Model X Plaid (22in wheels),Model X,36.53,38.12,40.06,All-Wheel Drive,48769,294,306,279,131.8,120.2,"230, 230 and 230 kW ACPM 3-Phase",Automatic (A1),0.3653,0.3812,0.4006,123.5088
2025,BMW,i7 eDrive50 Sedan (19 inch Wheels),i7,39.83,38.2,36.2,Rear-Wheel Drive,48325,314,300,331,120.9,133,335 kW EESM,Automatic (A1),0.3983,0.382,0.362,123.768
2026,BMW,i7 eDrive50 Sedan (19 inch Wheels),i7,39.83,38.2,36.2,Rear-Wheel Drive,49940,314,300,331,120.9,133,335 kW EESM,Automatic (A1),0.3983,0.382,0.362,123.768
2025,BMW,i5 M60 xDrive Sedan (20 inch Wheels),i5,38.37,38.24,38.09,All-Wheel Drive,48320,250,249,251,125.5,126.4,190 and 230 kW EESM,Automatic (A1),0.3837,0.3824,0.3809,123.8976
2024,BMW,i7 xDrive60 Sedan (21 inch wheels),i7,39.14,38.25,37.18,4-Wheel Drive,46936,307,300,316,121.4,127.8,190 kW EESM,Automatic (A1),0.3914,0.3825,0.3718,123.93
2026,Volvo,EX90 Twin Motor (21 Inch Wheels),EX90,36.67,38.32,40.33,All-Wheel Drive,50257,305,318,289,131.1,119.4,205 and 220 kW PMSM,Automatic (A1),0.3667,0.3832,0.4033,124.1568
2026,Volvo,EX90 Twin Motor Performance (21 Inch Wheels),EX90,36.67,38.32,40.33,All-Wheel Drive,50259,305,318,289,131.3,119.4,130 and 280 kW PMSM,Automatic (A1),0.3667,0.3832,0.4033,124.1568
2025,Polestar,3 Long Range Dual Motor (21 Inch Wheels),3,36.73,38.36,40.36,All-Wheel Drive,48409,315,328,299,131.1,119.3,127 and 180 kW PMSM,Automatic (A1),0.3673,0.3836,0.4036,124.2864
2025,BMW,i7 xDrive60 Sedan (19 inch wheels),i7,39.47,38.41,37.12,All-Wheel Drive,48330,311,302,321,122,129.7,190 and 230 kW EESM,Automatic (A1),0.3947,0.3841,0.3712,124.4484
2026,BMW,i7 xDrive60 Sedan (19 inch Wheels),i7,39.47,38.41,37.12,All-Wheel Drive,49945,311,302,321,122,129.7,190 and 230 kW EESM,Automatic (A1),0.3947,0.3841,0.3712,124.4484
2025,Porsche,Taycan 4S Performance Battery,Taycan,37.3,38.45,39.86,All-Wheel Drive,48733,252,260,243,129.1,120.8,150 and 234 kW ACPM,Automatic (A2),0.373,0.3845,0.3986,124.578
2026,Porsche,Taycan 4S Performance Battery,Taycan,37.3,38.45,39.86,All-Wheel Drive,50239,252,260,243,129.1,120.8,235 and 254 kW ACPM,Automatic (A2),0.373,0.3845,0.3986,124.578
2025,Audi,S e-tron GT (21 inch wheels),S e-tron,37.74,38.5,39.43,All-Wheel Drive,48689,294,300,287,127.6,122.1,"252, 252 and 415 kW PSM 3-Phase",Automatic (A1),0.3774,0.385,0.3943,124.74
2026,Audi,S e-tron GT (21 inch wheels),S e-tron,37.74,38.5,39.43,All-Wheel Drive,50186,294,300,287,127.6,122.1,"176, 252 and 415 kW PSM 3-Phase",Automatic (A1),0.3774,0.385,0.3943,124.74
2022,Volvo,C40 Recharge twin,C40,35.72,38.52,41.95,All-Wheel Drive,44929,226,242.3,206.3,132,112.4,150 and 150 kW AC PMSM,Automatic (A1),0.3572,0.3852,0.4195,124.8048
2023,Volvo,C40 Recharge twin,C40,35.72,38.52,41.95,All-Wheel Drive,45760,226,0,0,132,112.4,175 and 175 kW ACPMSM,Automatic (A1),0.3572,0.3852,0.4195,124.8048
2026,BMW,iX xDrive60 (22 inch Wheels),iX,37.5,38.52,39.76,All-Wheel Drive,49625,327,336,317,128.4,121.1,190 and 230 kW EESM,Automatic (A1),0.375,0.3852,0.3976,124.8048
2024,Maserati,Granturismo Folgore,Granturismo,37.56,38.53,39.72,All-Wheel Drive,47843,242,248,235,120.9,114.3,"275, 275 and 275 kW DCPM",Automatic (A1),0.3756,0.3853,0.3972,124.8372
2025,Porsche,Taycan 4S Perf Battery Plus,Taycan,37.74,38.54,39.53,All-Wheel Drive,48732,295,301,287,127.6,121.8,201 and 234 kW ACPM,Automatic (A2),0.3774,0.3854,0.3953,124.8696
2026,Porsche,Taycan 4S Perf Battery Plus,Taycan,37.74,38.54,39.53,All-Wheel Drive,50237,295,301,287,127.6,121.8,150 and 201 kW ACPM,Automatic (A2),0.3774,0.3854,0.3953,124.8696
2024,Mercedes-Benz,EQS 450 Plus (SUV),EQS,37.56,38.56,39.77,Rear-Wheel Drive,47847,339,348,328,122.3,115.5,265 kW ACPM 6-Phase,Automatic (A1),0.3756,0.3856,0.3977,124.9344
2024,Mercedes-Benz,EQE 500 4matic (SUV),EQE,37.54,38.57,39.83,All-Wheel Drive,47849,282,289,273,120.1,113.2,31 and 104 kW ACPM 6-Phase,Automatic (A1),0.3754,0.3857,0.3983,124.9668
2025,BMW,iX xDrive40 (22 inch Wheels),iX,37.82,38.58,39.5,All-Wheel Drive,48337,219,223,214,127.3,121.9,190 and 230 kW EESM,Automatic (A1),0.3782,0.3858,0.395,124.9992
2023,Vinfast,VF 8 Eco,VF 8,37.71,38.62,39.73,All-Wheel Drive,47004,207,212.1,201.6,127.7,121.2,130 and 130 kW ACPM 3-Phase,Automatic (A1),0.3771,0.3862,0.3973,125.1288
2024,Acura,ZDX AWD,ZDX,35.91,38.62,41.94,All-Wheel Drive,47808,304,325,278,134.1,114.8,155 and 200 kW ACPM,Automatic (A1),0.3591,0.3862,0.4194,125.1288
2026,BMW,iX xDrive45 (23 inch Wheels),iX,38,38.65,39.43,All-Wheel Drive,49622,290,295,284,126.7,122.1,190 and 200 kW EESM,Automatic (A1),0.38,0.3865,0.3943,125.226
2017,Tesla,Model X AWD - 100D,Model X,39.15,38.67,38.08,All-Wheel Drive,39831,295,291.29,299.54,117.3,120.6,193 (front) 193 (rear) (100 kW-hr battery pack),Automatic (A1),0.3915,0.3867,0.3808,125.2908
2018,Tesla,Model X 100D,Model X,39.15,38.67,38.08,All-Wheel Drive,39842,295,291.29,299.54,117.3,120.6,193 (front) 193 (rear) (100 kW-hr battery pack),Automatic (A1),0.3915,0.3867,0.3808,125.2908
2019,Tesla,Model X 100D,Model X,39.15,38.67,38.08,All-Wheel Drive,41196,295,291.29,299.54,117.3,120.6,193 (front) 193 (rear) (100 kW-hr battery pack),Automatic (A1),0.3915,0.3867,0.3808,125.2908
2024,Mercedes-Benz,EQB 300 4matic,EQB,37.74,38.68,39.83,All-Wheel Drive,48472,205,210,199,123.8,117.3,72 kW ACPM,Automatic (A1),0.3774,0.3868,0.3983,125.3232
